"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
8.41777873802948e-16,0.588468547810179,0.89,0.563,1.91925355227072e-13,"0","Podoplanin"
3.05038278340068e-15,0.33291521884826,0.994,0.859,6.95487274615355e-13,"0","CD123"
7.14437471930923e-15,0.281833952102205,0.999,0.959,1.62891743600251e-12,"0","LOX-1"
1.37370899069953e-14,0.258612722852738,1,0.979,3.13205649879493e-12,"0","CD54"
1.21619294902696e-13,0.52458391736719,0.918,0.608,2.77291992378146e-11,"0","CD115"
5.72207531366213e-13,0.297403776762418,1,0.989,1.30463317151497e-10,"0","Rat-IgG1-1"
2.20842128987366e-12,0.401388901222943,0.972,0.766,5.03520054091195e-10,"0","CD294"
2.85591834133574e-12,0.328459564410521,0.988,0.863,6.5114938182455e-10,"0","VEGFR-3"
2.60944083512529e-11,0.432887377456101,0.987,0.807,5.94952510408565e-09,"0","CD30"
3.74103105418377e-11,0.77981040917291,0.335,0.138,8.52955080353899e-09,"0","TSLPR"
6.20812854600208e-11,0.296485165403951,0.988,0.857,1.41545330848847e-08,"0","CD235ab"
1.32090749065689e-10,0.259735341769166,0.922,0.697,3.0116690786977e-08,"0","CD158f"
2.47304481413669e-10,0.253588848621972,0.939,0.743,5.63854217623166e-08,"0","CD140b"
6.09734568493807e-10,0.362212218594204,0.98,0.81,1.39019481616588e-07,"0","CD126"
1.73757648215879e-09,0.266117900979853,0.997,0.92,3.96167437932205e-07,"0","CD154"
1.78170847006257e-09,0.310291019757466,0.975,0.797,4.06229531174266e-07,"0","CD192"
5.39415449620506e-09,0.253740459389184,0.99,0.879,1.22986722513475e-06,"0","Rag-IgG2c"
2.47795539339845e-08,0.272388490660296,0.998,0.95,5.64973829694847e-06,"0","CD45-1"
1.06055116792579e-07,0.255646485610681,0.945,0.758,2.4180566628708e-05,"0","CD105"
0.000146395344283374,0.263097398256412,0.947,0.751,0.0333781384966092,"0","CD307d"
4.43285647972402e-100,0.74687825263667,1,0.999,1.01069127737708e-97,"1","CD28"
1.42597659307722e-91,0.598323107803291,1,1,3.25122663221605e-89,"1","CD4-1"
4.16700140386729e-91,1.28191728609106,0.996,0.864,9.50076320081743e-89,"1","CD4-2"
4.30480961285493e-87,0.792158744528022,1,0.994,9.81496591730925e-85,"1","CD45RO"
6.21828530208569e-83,0.807746346740354,1,0.992,1.41776904887554e-80,"1","CD278"
6.79308986525329e-73,0.867496107691587,1,0.996,1.54882448927775e-70,"1","CD127"
1.62737289579686e-64,0.656978602004099,1,0.998,3.71041020241684e-62,"1","CD2"
5.1549217476655e-64,0.462906787209167,1,1,1.17532215846773e-61,"1","CD109"
1.46051215024512e-60,0.891076818775074,0.996,0.981,3.32996770255888e-58,"1","CD25"
2.55425059053523e-60,0.542561510746956,1,0.992,5.82369134642032e-58,"1","CD194"
3.11375259298875e-58,0.556293594149242,1,0.994,7.09935591201434e-56,"1","CD325"
3.83027171919714e-50,0.827675357798301,0.998,0.898,8.73301951976947e-48,"1","CD275-1"
1.40513595874942e-46,0.61112277966004,0.999,0.995,3.20370998594867e-44,"1","CD26-2"
1.72203934629941e-43,0.638125449050111,1,0.998,3.92624970956266e-41,"1","CD3-1"
9.5666130860623e-40,0.522699728653,0.997,0.961,2.1811877836222e-37,"1","CD138-1"
1.72040919737207e-39,0.54804116268467,1,1,3.92253297000833e-37,"1","CD27"
3.38786547713625e-38,0.396837308086965,1,0.999,7.72433328787064e-36,"1","TCR-2"
1.88469314657628e-37,0.631832397366498,1,0.999,4.29710037419392e-35,"1","CD3-2"
4.46933694845897e-35,0.431224157761664,0.999,0.972,1.01900882424865e-32,"1","CD370"
