"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.67095843187529e-95,1.80976825008436,0.992,0.59,1.00988427754835e-90,"0","LGALS1"
7.32892548381935e-94,2.24336826799376,0.908,0.3,1.30513505015855e-89,"0","BLVRB"
3.65209052933819e-93,1.1367224154011,1,0.967,6.50364281464545e-89,"0","OAZ1"
3.30306142678143e-91,1.70179159746043,1,0.529,5.88209178881237e-87,"0","TYROBP"
6.95857112525077e-91,1.70889201897747,0.992,0.556,1.23918234598466e-86,"0","BRI3"
8.61731072377303e-91,2.31533470359075,0.875,0.234,1.5345706936895e-86,"0","KCTD12"
3.86027308204872e-90,1.80582056750963,0.961,0.484,6.87437430451235e-86,"0","CTSD"
4.46916925530394e-89,1.7232239433054,0.991,0.686,7.95869660984526e-85,"0","IER2"
9.6492086220057e-89,1.96597678845025,0.952,0.295,1.71833107140677e-84,"0","MPEG1"
1.12301945421556e-88,1.53074629287379,0.999,0.632,1.99987304406707e-84,"0","COTL1"
6.05528061708926e-88,1.50217152146412,0.997,0.45,1.07832437229126e-83,"0","LST1"
4.28286508606351e-86,1.98489205321266,0.962,0.376,7.6269261452619e-82,"0","FCGRT"
5.4969235870163e-86,1.25688169348257,0.998,0.921,9.78892152375863e-82,"0","GAPDH"
2.24555293649291e-85,1.99163833889471,0.927,0.282,3.99888066930657e-81,"0","CLEC7A"
2.32659948344741e-84,1.71905492091152,0.98,0.352,4.14320836012314e-80,"0","CYBB"
3.80277245370097e-84,1.67942246300601,0.977,0.601,6.77197718555068e-80,"0","ZFP36"
7.73087959298148e-84,1.60562296699771,0.999,0.513,1.37671503791814e-79,"0","AIF1"
8.0838880564067e-82,1.83347900340109,0.972,0.291,1.4395787850849e-77,"0","SERPINA1"
2.3920355481601e-81,1.86003639808756,0.943,0.268,4.25973690416352e-77,"0","CSF3R"
1.86227337474191e-80,2.66629878143072,0.771,0.184,3.3163364257404e-76,"0","CDA"
2.19276471483334e-80,1.44396808854116,1,0.9,3.90487540417522e-76,"0","NEAT1"
4.93124058552598e-80,2.96132484607541,0.765,0.178,8.78155323470467e-76,"0","FOSB"
4.32369637096174e-79,2.24805357977368,0.857,0.286,7.69963849740866e-75,"0","KLF10"
3.01492090440857e-78,1.64397154523329,0.934,0.317,5.36897114657078e-74,"0","SPI1"
4.26000476947242e-78,1.58861211335864,0.964,0.525,7.58621649347648e-74,"0","TALDO1"
5.28820920244728e-78,1.46248214018445,0.999,0.576,9.41724294771811e-74,"0","PSAP"
1.87214168865418e-77,1.73773795084942,0.93,0.391,3.33390991915536e-73,"0","CTSZ"
4.60294913536303e-77,1.59444246842064,0.98,0.551,8.19693182025449e-73,"0","CEBPB"
1.73515173490268e-76,1.52168433330215,0.992,0.568,3.08995820951469e-72,"0","TKT"
1.88411592109763e-75,1.69960488147859,0.933,0.39,3.35523363229065e-71,"0","HLA-DQB1"
3.52396381154099e-75,2.10473754939332,0.877,0.239,6.27547475559219e-71,"0","CD36"
3.63166790226656e-75,1.57629113471191,0.985,0.652,6.4672742003563e-71,"0","GSTP1"
6.52630895682387e-75,1.45098332428442,0.983,0.471,1.16220509903119e-70,"0","APLP2"
6.97475942444804e-75,1.71588829327649,0.958,0.314,1.24206515830571e-70,"0","CFD"
